travelCode,user_id,departure,arrival,flightType,flight_price,flight_duration,distance,agency,flight_date,hotel_name,hotel_place,days,hotel_base,total_hotel,check_in,company,user_name,gender,age,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,totalDistance,fuelPolicy,bookingStatus,total_rent_price,total_price
30907,295,Brasilia (DF),Florianopolis (SC),firstClass,1576.97,1.66,637.56,Rainbow,10/31/2019,Hotel A,Florianopolis (SC),1,313.02,313.02,10/31/2019,4You,Jenna Center,female,60,Brookechester,Jasonhaven,Luxury,Hertz,2.0,137.0,Prepaid,Confirmed,3878.0,5767.99
30907,295,Brasilia (DF),Florianopolis (SC),firstClass,1576.97,1.66,637.56,Rainbow,10/31/2019,Hotel A,Florianopolis (SC),1,313.02,313.02,10/31/2019,4You,Jenna Center,female,60,Katherinefurt,Port Peterside,Sedan,Avis,1.0,285.0,Prepaid,Cancelled,3245.0,5134.99
30953,295,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,09/17/2020,Hotel BP,Brasilia (DF),4,247.62,990.48,09/17/2020,4You,Jenna Center,female,60,Lake Brandonmouth,Lake Jamesshire,Sedan,Avis,2.0,253.0,Partial,Pending,3014.0,4710.84
31017,296,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,09/17/2020,Hotel Z,Aracaju (SE),3,208.04,624.12,09/17/2020,4You,James Fouche,none,28,North Brianhaven,Cynthiachester,Sedan,Avis,4.0,78.0,Partial,Confirmed,1390.0,3314.93
31067,296,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,09-02-2021,Hotel K,Salvador (BH),3,263.41,790.23,09-02-2021,4You,James Fouche,none,28,Rachelland,West Ericbury,Sedan,Sixt,4.0,205.0,Prepaid,Confirmed,2642.0,4682.06
31128,297,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,01/16/2020,Hotel K,Salvador (BH),4,263.41,1053.64,01/16/2020,4You,Lawrence Deibert,none,49,East Joseton,South Brianaside,Sedan,Enterprise,4.0,122.0,Prepaid,Pending,1829.0,4367.58
31193,297,Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,1.55,597.61,CloudFy,04/15/2021,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,04/15/2021,4You,Lawrence Deibert,none,49,Crystalhaven,South Marthaview,SUV,Enterprise,4.0,168.0,Full-to-Full,Cancelled,2795.0,4134.7
31197,297,Brasilia (DF),Sao Paulo (SP),firstClass,992.17,0.67,257.81,Rainbow,05/13/2021,Hotel AF,Sao Paulo (SP),3,139.1,417.3,05/13/2021,4You,Lawrence Deibert,none,49,North Kellyberg,Christianmouth,SUV,Budget,1.0,87.0,Full-to-Full,Cancelled,1557.0,2966.47
31209,299,Recife (PE),Natal (RN),premium,474.6,0.58,222.67,CloudFy,10-10-2019,Hotel BD,Natal (RN),3,242.88,728.64,10-10-2019,4You,Robert Herrera,none,28,Anthonyside,Blakestad,SUV,Hertz,4.0,159.0,Prepaid,Confirmed,2696.0,3899.24
31243,299,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,06-04-2020,Hotel K,Salvador (BH),1,263.41,263.41,06-04-2020,4You,Robert Herrera,none,28,Port Travis,Mirandaburgh,Hatchback,Hertz,3.0,206.0,Full-to-Full,Pending,2016.0,3764.35
31248,299,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,07-09-2020,Hotel BW,Campo Grande (MS),1,60.39,60.39,07-09-2020,4You,Robert Herrera,none,28,New Kimberly,West Jennifer,Sedan,Budget,3.0,78.0,Prepaid,Confirmed,1326.0,1969.99
31253,299,Brasilia (DF),Rio de Janeiro (RJ),economic,371.04,0.48,183.37,Rainbow,08/13/2020,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,08/13/2020,4You,Robert Herrera,none,28,North Amandachester,Russellstad,SUV,Sixt,3.0,390.0,Partial,Confirmed,5375.0,6410.0
31311,300,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,09-03-2020,Hotel A,Florianopolis (SC),1,313.02,313.02,09-03-2020,4You,Misty Garcia,none,25,Lake John,North Kevinfort,Sedan,Hertz,4.0,272.0,Prepaid,Confirmed,3314.0,4981.55
31335,300,Brasilia (DF),Sao Paulo (SP),economic,538.95,0.67,257.81,CloudFy,02/18/2021,Hotel AF,Sao Paulo (SP),4,139.1,556.4,02/18/2021,4You,Misty Garcia,none,25,Cochranshire,South Bethanyside,SUV,Enterprise,3.0,97.0,Prepaid,Cancelled,1855.0,2950.35
31371,300,Aracaju (SE),Campo Grande (MS),economic,750.92,1.69,650.1,CloudFy,10/28/2021,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/28/2021,4You,Misty Garcia,none,25,New Heather,Port Kathyview,Luxury,Enterprise,5.0,381.0,Full-to-Full,Pending,9209.0,10080.7
31421,301,Aracaju (SE),Brasilia (DF),firstClass,959.29,1.11,425.98,Rainbow,11-07-2019,Hotel BP,Brasilia (DF),1,247.62,247.62,11-07-2019,4You,Tom Salazar,none,58,Johnsonshire,Waltersport,SUV,Budget,1.0,111.0,Full-to-Full,Confirmed,1839.0,3045.91
31434,301,Recife (PE),Campo Grande (MS),economic,615.59,1.39,535.4,Rainbow,02-06-2020,Hotel BW,Campo Grande (MS),4,60.39,241.56,02-06-2020,4You,Tom Salazar,none,58,Lake Shannonfort,South Kyle,Sedan,Enterprise,3.0,132.0,Prepaid,Confirmed,1856.0,2713.15
31438,301,Aracaju (SE),Brasilia (DF),economic,548.62,1.11,425.98,Rainbow,03-05-2020,Hotel BP,Brasilia (DF),1,247.62,247.62,03-05-2020,4You,Tom Salazar,none,58,Cooperport,Lake Katie,Sedan,Budget,3.0,217.0,Prepaid,Pending,2713.0,3509.24
31492,301,Aracaju (SE),Sao Paulo (SP),economic,446.73,1.02,392.76,Rainbow,03/18/2021,Hotel AF,Sao Paulo (SP),2,139.1,278.2,03/18/2021,4You,Tom Salazar,none,58,Christianton,New Noah,Luxury,Avis,3.0,410.0,Full-to-Full,Pending,9465.0,10189.93
31546,302,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,10/17/2019,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/17/2019,4You,Anne Brown,female,42,Joelburgh,Wilkinsonside,Luxury,Budget,1.0,105.0,Full-to-Full,Confirmed,3060.0,4496.48
31585,303,Brasilia (DF),Natal (RN),firstClass,1434.91,1.43,550.69,Rainbow,10-03-2019,Hotel BD,Natal (RN),4,242.88,971.52,10-03-2019,4You,Richard Gomez,male,56,Mooreburgh,Courtneymouth,Luxury,Enterprise,3.0,156.0,Partial,Cancelled,4398.0,6804.43
31614,304,Brasilia (DF),Sao Paulo (SP),premium,750.0,0.67,257.81,Rainbow,11/14/2019,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/14/2019,4You,James Lord,male,32,Nicholasfort,New Caleb,Sedan,Enterprise,4.0,59.0,Full-to-Full,Confirmed,1203.0,2370.3
31652,304,Aracaju (SE),Salvador (BH),economic,943.36,2.16,830.86,Rainbow,08-06-2020,Hotel K,Salvador (BH),3,263.41,790.23,08-06-2020,4You,James Lord,male,32,Lawrenceburgh,West Paulton,Sedan,Budget,3.0,181.0,Prepaid,Pending,2355.0,4088.59
31703,304,Recife (PE),Brasilia (DF),firstClass,709.25,0.63,242.21,CloudFy,07/29/2021,Hotel BP,Brasilia (DF),1,247.62,247.62,07/29/2021,4You,James Lord,male,32,Williamsfort,Amandaville,SUV,Budget,1.0,225.0,Partial,Cancelled,3213.0,4169.87
31757,304,Recife (PE),Sao Paulo (SP),premium,657.87,1.26,486.52,CloudFy,08-11-2022,Hotel AF,Sao Paulo (SP),3,139.1,417.3,08-11-2022,4You,James Lord,male,32,Port Ryanland,Coreyhaven,Sedan,Sixt,2.0,382.0,Prepaid,Confirmed,4299.0,5374.17
31798,305,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,05/21/2020,Hotel AF,Sao Paulo (SP),1,139.1,139.1,05/21/2020,4You,Sarah Willis,female,50,West Kaitlin,Sharonville,Luxury,Budget,4.0,450.0,Partial,Pending,10446.0,11173.24
31827,306,Brasilia (DF),Sao Paulo (SP),economic,533.8,0.67,257.81,Rainbow,03/19/2020,Hotel AF,Sao Paulo (SP),4,139.1,556.4,03/19/2020,4You,Darren Bennett,none,43,Rebeccaton,Hoffmanmouth,Sedan,Hertz,1.0,239.0,Prepaid,Cancelled,2780.0,3870.2
31832,306,Aracaju (SE),Sao Paulo (SP),economic,446.73,1.02,392.76,Rainbow,04/23/2020,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/23/2020,4You,Darren Bennett,none,43,Morrisshire,West Linda,Luxury,Hertz,5.0,200.0,Full-to-Full,Pending,5581.0,6445.03
31898,307,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,12-05-2019,Hotel BW,Campo Grande (MS),4,60.39,241.56,12-05-2019,4You,Robert Legros,male,59,Harperton,Franklinbury,Hatchback,Enterprise,1.0,83.0,Prepaid,Confirmed,930.0,2547.65
31916,307,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,04-09-2020,Hotel AU,Recife (PE),2,312.83,625.66,04-09-2020,4You,Robert Legros,male,59,Romeroport,Sotoside,Luxury,Sixt,2.0,445.0,Prepaid,Pending,10012.0,11726.53
32041,307,Recife (PE),Florianopolis (SC),economic,803.39,1.76,676.53,Rainbow,09-01-2022,Hotel A,Florianopolis (SC),4,313.02,1252.08,09-01-2022,4You,Robert Legros,male,59,Port Johnton,Taylorstad,Sedan,Hertz,4.0,264.0,Prepaid,Cancelled,3240.0,5295.47
32041,307,Recife (PE),Florianopolis (SC),economic,803.39,1.76,676.53,Rainbow,09-01-2022,Hotel A,Florianopolis (SC),4,313.02,1252.08,09-01-2022,4You,Robert Legros,male,59,North Sarah,Ronaldview,Luxury,Hertz,3.0,141.0,Full-to-Full,Pending,4112.0,6167.47
32049,307,Brasilia (DF),Natal (RN),premium,1067.3,1.43,550.69,CloudFy,10/27/2022,Hotel BD,Natal (RN),2,242.88,485.76,10/27/2022,4You,Robert Legros,male,59,Morrisside,Port Justin,Luxury,Enterprise,4.0,435.0,Full-to-Full,Confirmed,10138.0,11691.06
32062,307,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,01/26/2023,Hotel A,Florianopolis (SC),4,313.02,1252.08,01/26/2023,4You,Robert Legros,male,59,Jenniferfurt,Port Loretta,Luxury,Sixt,5.0,306.0,Prepaid,Confirmed,7685.0,9789.26
32121,308,Recife (PE),Rio de Janeiro (RJ),premium,1351.89,2.3,885.57,Rainbow,08/27/2020,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,08/27/2020,4You,Doris Ramirez,female,27,Zamoraport,Linville,SUV,Budget,2.0,207.0,Full-to-Full,Confirmed,3095.0,4778.87
32183,308,Aracaju (SE),Brasilia (DF),firstClass,959.29,1.11,425.98,Rainbow,11-04-2021,Hotel BP,Brasilia (DF),2,247.62,495.24,11-04-2021,4You,Doris Ramirez,female,27,North Jessicaport,East Samuel,SUV,Enterprise,1.0,476.0,Full-to-Full,Confirmed,6223.0,7677.53
32203,308,Brasilia (DF),Natal (RN),premium,1067.3,1.43,550.69,CloudFy,03/24/2022,Hotel BD,Natal (RN),2,242.88,485.76,03/24/2022,4You,Doris Ramirez,female,27,Port Tracy,Jeromeborough,Luxury,Hertz,3.0,273.0,Full-to-Full,Pending,6757.0,8310.06
32205,308,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,0.72,277.7,CloudFy,04-07-2022,Hotel BW,Campo Grande (MS),2,60.39,120.78,04-07-2022,4You,Doris Ramirez,female,27,East Michaelville,North Jacobport,Hatchback,Budget,3.0,181.0,Partial,Confirmed,1830.0,3047.36
32238,308,Brasilia (DF),Rio de Janeiro (RJ),firstClass,539.39,0.48,183.37,FlyingDrops,11/24/2022,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,11/24/2022,4You,Doris Ramirez,female,27,Lake Brandonfurt,North Brandonmouth,Luxury,Budget,3.0,483.0,Full-to-Full,Confirmed,10920.0,11625.38
32267,309,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,02/20/2020,Hotel A,Florianopolis (SC),3,313.02,939.06,02/20/2020,4You,David Robinson,male,33,North April,Port Amanda,Luxury,Enterprise,1.0,281.0,Prepaid,Cancelled,6594.0,8887.59
32289,309,Brasilia (DF),Rio de Janeiro (RJ),firstClass,539.39,0.48,183.37,FlyingDrops,07/23/2020,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,07/23/2020,4You,David Robinson,male,33,Bethtown,Mariaberg,Sedan,Avis,5.0,132.0,Partial,Pending,1996.0,3033.36
32329,310,Brasilia (DF),Florianopolis (SC),firstClass,1576.97,1.66,637.56,Rainbow,11/21/2019,Hotel A,Florianopolis (SC),3,313.02,939.06,11/21/2019,4You,Judy Atkins,none,32,Scottview,Ariasport,Luxury,Enterprise,4.0,112.0,Prepaid,Pending,3663.0,6179.03
32337,310,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,01/16/2020,Hotel BW,Campo Grande (MS),4,60.39,241.56,01/16/2020,4You,Judy Atkins,none,32,Randallside,Josephmouth,SUV,Budget,3.0,125.0,Partial,Pending,2215.0,3307.71
32451,312,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,1.55,597.61,Rainbow,02-04-2021,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02-04-2021,4You,Ulysses Barker,male,40,North Vanessa,Aaronland,SUV,Enterprise,2.0,74.0,Full-to-Full,Confirmed,1510.0,3363.82
32455,312,Brasilia (DF),Sao Paulo (SP),firstClass,893.65,0.67,257.81,CloudFy,03-04-2021,Hotel AF,Sao Paulo (SP),3,139.1,417.3,03-04-2021,4You,Ulysses Barker,male,40,New Anthonyport,Millershire,SUV,Enterprise,1.0,148.0,Full-to-Full,Pending,2307.0,3617.95
32465,312,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,05/13/2021,Hotel BD,Natal (RN),3,242.88,728.64,05/13/2021,4You,Ulysses Barker,male,40,West Mark,New Andrewton,Hatchback,Avis,5.0,123.0,Partial,Pending,1478.0,2566.86
32465,312,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,05/13/2021,Hotel BD,Natal (RN),3,242.88,728.64,05/13/2021,4You,Ulysses Barker,male,40,South Erin,Lisaborough,SUV,Budget,4.0,329.0,Partial,Confirmed,4751.0,5839.86
32504,312,Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,0.48,183.37,CloudFy,02-10-2022,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02-10-2022,4You,Ulysses Barker,male,40,Markfort,Garciahaven,Hatchback,Enterprise,2.0,238.0,Partial,Cancelled,2245.0,3558.6
32518,312,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,05/19/2022,Hotel BP,Brasilia (DF),4,247.62,990.48,05/19/2022,4You,Ulysses Barker,male,40,Mooretown,Lake Brandyview,Hatchback,Hertz,4.0,132.0,Full-to-Full,Confirmed,1501.0,3389.52
32553,312,Recife (PE),Florianopolis (SC),premium,1070.54,1.76,676.53,Rainbow,01/19/2023,Hotel A,Florianopolis (SC),3,313.02,939.06,01/19/2023,4You,Ulysses Barker,male,40,Warrenburgh,North Michael,Luxury,Budget,1.0,73.0,Partial,Pending,2458.0,4467.6
32567,313,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,12/26/2019,Hotel K,Salvador (BH),4,263.41,1053.64,12/26/2019,4You,Judith Pierce,female,23,Murphystad,East Matthewmouth,Luxury,Sixt,2.0,345.0,Partial,Pending,8011.0,10549.58
32602,314,Brasilia (DF),Natal (RN),premium,1067.3,1.43,550.69,CloudFy,10-03-2019,Hotel BD,Natal (RN),4,242.88,971.52,10-03-2019,4You,Matthew Johnson,male,50,Morrisview,Michaeltown,Luxury,Sixt,2.0,254.0,Prepaid,Pending,6205.0,8243.82
32648,314,Recife (PE),Rio de Janeiro (RJ),premium,1270.03,2.3,885.57,CloudFy,08/20/2020,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,08/20/2020,4You,Matthew Johnson,male,50,West Stacey,New Catherine,SUV,Sixt,4.0,484.0,Full-to-Full,Pending,6583.0,8019.02
32672,314,Brasilia (DF),Natal (RN),firstClass,1313.76,1.43,550.69,CloudFy,02-04-2021,Hotel BD,Natal (RN),1,242.88,242.88,02-04-2021,4You,Matthew Johnson,male,50,North Amyport,Christinachester,Sedan,Hertz,5.0,324.0,Prepaid,Cancelled,3923.0,5479.64
32675,314,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,02/25/2021,Hotel AU,Recife (PE),3,312.83,938.49,02/25/2021,4You,Matthew Johnson,male,50,Nicoleville,Robertview,Luxury,Sixt,4.0,253.0,Prepaid,Pending,6509.0,8251.73
32728,314,Brasilia (DF),Salvador (BH),premium,1346.6,1.76,676.56,CloudFy,03-03-2022,Hotel K,Salvador (BH),2,263.41,526.82,03-03-2022,4You,Matthew Johnson,male,50,Kellyberg,Chadland,Sedan,Sixt,2.0,216.0,Partial,Cancelled,2615.0,4488.42
32730,314,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,03/17/2022,Hotel AU,Recife (PE),1,312.83,312.83,03/17/2022,4You,Matthew Johnson,male,50,Lake Williamville,Adamville,Hatchback,Budget,4.0,435.0,Full-to-Full,Confirmed,3924.0,5041.07
32737,314,Aracaju (SE),Salvador (BH),firstClass,1714.75,2.16,830.86,FlyingDrops,05-05-2022,Hotel K,Salvador (BH),2,263.41,526.82,05-05-2022,4You,Matthew Johnson,male,50,Alexandratown,West Robertfurt,Hatchback,Sixt,3.0,229.0,Prepaid,Cancelled,2194.0,4435.57
32846,317,Brasilia (DF),Sao Paulo (SP),premium,698.1,0.67,257.81,CloudFy,02/27/2020,Hotel AF,Sao Paulo (SP),2,139.1,278.2,02/27/2020,4You,Adam Groome,male,54,Port Charlesmouth,Batestown,Luxury,Sixt,5.0,248.0,Full-to-Full,Cancelled,6560.0,7536.3
32877,317,Aracaju (SE),Natal (RN),firstClass,598.61,0.46,176.33,CloudFy,10-01-2020,Hotel BD,Natal (RN),4,242.88,971.52,10-01-2020,4You,Adam Groome,male,54,Christopherborough,Port Emilyland,Sedan,Budget,2.0,287.0,Partial,Confirmed,3339.0,4909.13
32880,317,Brasilia (DF),Campo Grande (MS),firstClass,1009.71,0.72,277.7,FlyingDrops,10/22/2020,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/22/2020,4You,Adam Groome,male,54,East Christopher,Cobbbury,Luxury,Budget,5.0,458.0,Partial,Pending,10759.0,11949.88
32897,317,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,02/18/2021,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,02/18/2021,4You,Adam Groome,male,54,West Lanceberg,Harristown,SUV,Enterprise,2.0,235.0,Prepaid,Cancelled,3428.0,4472.62
32898,317,Recife (PE),Florianopolis (SC),premium,1074.75,1.76,676.53,CloudFy,02/25/2021,Hotel A,Florianopolis (SC),4,313.02,1252.08,02/25/2021,4You,Adam Groome,male,54,Lake Tonya,Johnhaven,Sedan,Budget,2.0,398.0,Full-to-Full,Confirmed,4438.0,6764.83
32967,318,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,01-09-2020,Hotel Z,Aracaju (SE),3,208.04,624.12,01-09-2020,4You,Hazel Grove,none,50,Port Catherineton,Matthewshire,Luxury,Enterprise,2.0,277.0,Partial,Confirmed,6690.0,7977.35
33022,319,Aracaju (SE),Campo Grande (MS),premium,1021.53,1.69,650.1,CloudFy,02/13/2020,Hotel BW,Campo Grande (MS),4,60.39,241.56,02/13/2020,4You,Anthony Jarrett,male,28,South Sarah,Ryanshire,Hatchback,Avis,2.0,488.0,Full-to-Full,Cancelled,4231.0,5494.09
33029,319,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,04-02-2020,Hotel BP,Brasilia (DF),2,247.62,495.24,04-02-2020,4You,Anthony Jarrett,male,28,Mooremouth,South Angelberg,Hatchback,Hertz,1.0,279.0,Prepaid,Cancelled,2508.0,3758.86
33148,319,Aracaju (SE),Natal (RN),firstClass,549.96,0.46,176.33,Rainbow,07/14/2022,Hotel BD,Natal (RN),1,242.88,242.88,07/14/2022,4You,Anthony Jarrett,male,28,Port Joseph,Rodriguezview,Luxury,Budget,3.0,305.0,Full-to-Full,Confirmed,7360.0,8152.84
33284,321,Brasilia (DF),Rio de Janeiro (RJ),firstClass,586.04,0.48,183.37,Rainbow,10/22/2020,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,10/22/2020,4You,Jack Perry,none,57,Gwendolynhaven,North Donna,Luxury,Enterprise,5.0,391.0,Partial,Cancelled,9410.0,10494.01
33296,321,Brasilia (DF),Recife (PE),premium,568.38,0.63,242.21,CloudFy,01/14/2021,Hotel AU,Recife (PE),2,312.83,625.66,01/14/2021,4You,Jack Perry,none,57,Chelseashire,Thomasmouth,Hatchback,Budget,5.0,191.0,Partial,Cancelled,2015.0,3209.04
33315,321,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,05/27/2021,Hotel AU,Recife (PE),1,312.83,312.83,05/27/2021,4You,Jack Perry,none,57,Foxfurt,Johnsonton,SUV,Budget,3.0,431.0,Full-to-Full,Pending,5861.0,7293.3
33357,321,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,03/17/2022,Hotel BW,Campo Grande (MS),4,60.39,241.56,03/17/2022,4You,Jack Perry,none,57,Murphymouth,West Meredith,Luxury,Sixt,1.0,498.0,Prepaid,Confirmed,10928.0,12558.93
33369,321,Brasilia (DF),Rio de Janeiro (RJ),firstClass,539.39,0.48,183.37,FlyingDrops,06-09-2022,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,06-09-2022,4You,Jack Perry,none,57,Onealstad,Alexisstad,SUV,Sixt,1.0,179.0,Full-to-Full,Cancelled,2662.0,3533.37
33400,322,Recife (PE),Natal (RN),firstClass,669.83,0.58,222.67,CloudFy,01/30/2020,Hotel BD,Natal (RN),3,242.88,728.64,01/30/2020,4You,Wallace Gallardo,male,56,South Monica,Rivasstad,Hatchback,Sixt,4.0,436.0,Prepaid,Pending,3902.0,5300.47
33446,322,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,12/17/2020,Hotel AU,Recife (PE),3,312.83,938.49,12/17/2020,4You,Wallace Gallardo,male,56,Lake Michaelton,Fordtown,SUV,Avis,3.0,109.0,Prepaid,Pending,1992.0,4054.6
33646,323,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,12/17/2020,Hotel AU,Recife (PE),1,312.83,312.83,12/17/2020,4You,Jean Obrien,female,53,Lake Williammouth,Carsonville,Luxury,Enterprise,3.0,83.0,Full-to-Full,Cancelled,2926.0,3842.97
33664,323,Brasilia (DF),Natal (RN),firstClass,1434.91,1.43,550.69,Rainbow,04/22/2021,Hotel BD,Natal (RN),4,242.88,971.52,04/22/2021,4You,Jean Obrien,female,53,Josephmouth,Danastad,Hatchback,Hertz,1.0,341.0,Partial,Pending,3026.0,5432.43
33707,323,Brasilia (DF),Recife (PE),economic,432.1,0.63,242.21,CloudFy,02/17/2022,Hotel AU,Recife (PE),4,312.83,1251.32,02/17/2022,4You,Jean Obrien,female,53,Jasonville,New Dakota,Sedan,Avis,4.0,461.0,Prepaid,Pending,5224.0,6907.42
33713,323,Aracaju (SE),Salvador (BH),economic,964.83,2.16,830.86,CloudFy,03/31/2022,Hotel K,Salvador (BH),4,263.41,1053.64,03/31/2022,4You,Jean Obrien,female,53,New Kenneth,East Erica,Hatchback,Budget,3.0,83.0,Prepaid,Pending,1033.0,3051.47
33819,325,Recife (PE),Aracaju (SE),firstClass,1166.1,1.44,555.74,CloudFy,02-06-2020,Hotel Z,Aracaju (SE),2,208.04,416.08,02-06-2020,4You,Christine Lowery,none,24,West Sarahtown,Andersonmouth,Hatchback,Sixt,4.0,444.0,Full-to-Full,Cancelled,3963.0,5545.18
33845,325,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,08-06-2020,Hotel K,Salvador (BH),4,263.41,1053.64,08-06-2020,4You,Christine Lowery,none,24,Dawnfurt,Lake Brittany,SUV,Budget,2.0,472.0,Partial,Pending,6276.0,8814.58
33859,325,Brasilia (DF),Sao Paulo (SP),firstClass,904.0,0.67,257.81,FlyingDrops,11-12-2020,Hotel AF,Sao Paulo (SP),4,139.1,556.4,11-12-2020,4You,Christine Lowery,none,24,Andreaview,Alexandertown,Sedan,Sixt,4.0,483.0,Prepaid,Pending,5421.0,6881.4
33878,325,Recife (PE),Rio de Janeiro (RJ),economic,908.93,2.3,885.57,Rainbow,03/25/2021,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,03/25/2021,4You,Christine Lowery,none,24,Darrenview,Port Nicole,Hatchback,Sixt,2.0,346.0,Full-to-Full,Pending,3079.0,4651.89
34012,326,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,08/13/2020,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,08/13/2020,4You,Marian Dunn,female,63,Cookhaven,Port Mitchellfurt,Luxury,Sixt,1.0,407.0,Partial,Pending,9125.0,10133.22
34030,326,Aracaju (SE),Recife (PE),premium,835.21,1.44,555.74,CloudFy,12/17/2020,Hotel AU,Recife (PE),2,312.83,625.66,12/17/2020,4You,Marian Dunn,female,63,Bakerchester,Donovanchester,Hatchback,Avis,4.0,244.0,Partial,Confirmed,2396.0,3856.87
34095,326,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,03/17/2022,Hotel AU,Recife (PE),3,312.83,938.49,03/17/2022,4You,Marian Dunn,female,63,Turnerview,West Breannamouth,SUV,Budget,2.0,362.0,Prepaid,Pending,4934.0,6644.7
34142,326,Brasilia (DF),Natal (RN),firstClass,1434.91,1.43,550.69,Rainbow,02-09-2023,Hotel BD,Natal (RN),2,242.88,485.76,02-09-2023,4You,Marian Dunn,female,63,Beckerburgh,North Donnaborough,Sedan,Avis,1.0,191.0,Full-to-Full,Confirmed,2317.0,4237.67
34178,327,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,02/13/2020,Hotel BP,Brasilia (DF),3,247.62,742.86,02/13/2020,4You,Vanessa Nobles,female,32,South Taylor,Robertsport,Sedan,Budget,4.0,252.0,Full-to-Full,Pending,3128.0,4264.54
34216,328,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,10-03-2019,Hotel BP,Brasilia (DF),3,247.62,742.86,10-03-2019,4You,Tracy Mccracken,female,53,Murphytown,Michaelchester,SUV,Hertz,4.0,267.0,Prepaid,Confirmed,3986.0,5435.22
34221,328,Aracaju (SE),Sao Paulo (SP),firstClass,756.3,1.02,392.76,FlyingDrops,11-07-2019,Hotel AF,Sao Paulo (SP),4,139.1,556.4,11-07-2019,4You,Tracy Mccracken,female,53,North Danielhaven,West Briannachester,SUV,Hertz,3.0,426.0,Partial,Pending,5795.0,7107.7
