code,company,name,gender,age,HotelBookingReviews,FlightBookingReviews,CarRentalReviews,Rating
516,Monsters CYA,Julie Hamson,female,47,Terrible experience. The room was dirty and the staff was rude.,Flight was delayed for 4 hours with no proper communication.,"The car was not in good condition, and customer service was unhelpful.",1
517,Monsters CYA,Linda Gordan,none,30,"Average stay, nothing extraordinary but also no major complaints.","Flight was okay, nothing special. Service was acceptable.","Car rental was okay, but the return process was a bit slow.",3
518,Monsters CYA,James White,male,25,Fantastic service! The hotel exceeded my expectations.,"Great flight experience, friendly staff and smooth check-in.","Car rental was quick and easy, with excellent service.",5
519,Monsters CYA,Alan Ferebee,male,32,Not impressed. The hotel had noisy neighbors and poor amenities.,"The flight was uncomfortable, and the food was terrible.","Had some issues with car availability, but overall, it was okay.",2
520,Monsters CYA,Bobby Alex,male,30,"This hotel was wonderful! Clean rooms, friendly staff, and great location.","Had a smooth flight, everything was on time. Seats could be more comfortable.","Rented a car with ease, no issues at all. Would use again.",5
521,Monsters CYA,Alicia Cedar,female,29,Terrible experience. The room was dirty and the staff was rude.,Flight was delayed for 4 hours with no proper communication.,"The car was not in good condition, and customer service was unhelpful.",1
522,Monsters CYA,Wilfred Briggs,male,55,"Average stay, nothing extraordinary but also no major complaints.","Flight was okay, nothing special. Service was acceptable.","Car rental was okay, but the return process was a bit slow.",3
523,Monsters CYA,Timmy Lemons,none,34,Fantastic service! The hotel exceeded my expectations.,"Great flight experience, friendly staff and smooth check-in.","Car rental was quick and easy, with excellent service.",5
524,Monsters CYA,Linda Parks,female,50,Not impressed. The hotel had noisy neighbors and poor amenities.,"The flight was uncomfortable, and the food was terrible.","Had some issues with car availability, but overall, it was okay.",2
525,Monsters CYA,Cynthia Luzar,none,32,"This hotel was wonderful! Clean rooms, friendly staff, and great location.","Had a smooth flight, everything was on time. Seats could be more comfortable.","Rented a car with ease, no issues at all. Would use again.",5
526,Monsters CYA,Joy Sibley,none,62,Terrible experience. The room was dirty and the staff was rude.,Flight was delayed for 4 hours with no proper communication.,"The car was not in good condition, and customer service was unhelpful.",1
527,Monsters CYA,Elma Gonzales,female,40,"Average stay, nothing extraordinary but also no major complaints.","Flight was okay, nothing special. Service was acceptable.","Car rental was okay, but the return process was a bit slow.",3
528,Monsters CYA,Frances Kendall,female,34,Fantastic service! The hotel exceeded my expectations.,"Great flight experience, friendly staff and smooth check-in.","Car rental was quick and easy, with excellent service.",5
529,Monsters CYA,Gary Pietrafesa,male,34,Not impressed. The hotel had noisy neighbors and poor amenities.,"The flight was uncomfortable, and the food was terrible.","Had some issues with car availability, but overall, it was okay.",2
530,Monsters CYA,Tanya Mcmillan,none,32,"This hotel was wonderful! Clean rooms, friendly staff, and great location.","Had a smooth flight, everything was on time. Seats could be more comfortable.","Rented a car with ease, no issues at all. Would use again.",5
531,Monsters CYA,Tammy Lechuga,none,51,Terrible experience. The room was dirty and the staff was rude.,Flight was delayed for 4 hours with no proper communication.,"The car was not in good condition, and customer service was unhelpful.",1
532,Monsters CYA,Florence Wilson,female,42,"Average stay, nothing extraordinary but also no major complaints.","Flight was okay, nothing special. Service was acceptable.","Car rental was okay, but the return process was a bit slow.",3
533,Monsters CYA,Nicholas Fast,none,55,Fantastic service! The hotel exceeded my expectations.,"Great flight experience, friendly staff and smooth check-in.","Car rental was quick and easy, with excellent service.",5
534,Monsters CYA,James Perez,male,21,Not impressed. The hotel had noisy neighbors and poor amenities.,"The flight was uncomfortable, and the food was terrible.","Had some issues with car availability, but overall, it was okay.",2
535,Monsters CYA,Joann Mccrossen,female,28,"This hotel was wonderful! Clean rooms, friendly staff, and great location.","Had a smooth flight, everything was on time. Seats could be more comfortable.","Rented a car with ease, no issues at all. Would use again.",5
536,Monsters CYA,Alice Mora,none,38,Terrible experience. The room was dirty and the staff was rude.,Flight was delayed for 4 hours with no proper communication.,"The car was not in good condition, and customer service was unhelpful.",1
537,Monsters CYA,Robert Villalvazo,none,35,"Average stay, nothing extraordinary but also no major complaints.","Flight was okay, nothing special. Service was acceptable.","Car rental was okay, but the return process was a bit slow.",3
538,Monsters CYA,Marlene Worrell,female,55,Fantastic service! The hotel exceeded my expectations.,"Great flight experience, friendly staff and smooth check-in.","Car rental was quick and easy, with excellent service.",5
539,Monsters CYA,Horace Skillman,none,64,Not impressed. The hotel had noisy neighbors and poor amenities.,"The flight was uncomfortable, and the food was terrible.","Had some issues with car availability, but overall, it was okay.",2
540,Monsters CYA,Yvonne Ridgeway,none,30,"This hotel was wonderful! Clean rooms, friendly staff, and great location.","Had a smooth flight, everything was on time. Seats could be more comfortable.","Rented a car with ease, no issues at all. Would use again.",5
541,Monsters CYA,Carolyn Watt,none,52,Terrible experience. The room was dirty and the staff was rude.,Flight was delayed for 4 hours with no proper communication.,"The car was not in good condition, and customer service was unhelpful.",1
542,Monsters CYA,Dorothy Carter,none,64,"Average stay, nothing extraordinary but also no major complaints.","Flight was okay, nothing special. Service was acceptable.","Car rental was okay, but the return process was a bit slow.",3
543,Monsters CYA,Bianca Fitz,female,51,Fantastic service! The hotel exceeded my expectations.,"Great flight experience, friendly staff and smooth check-in.","Car rental was quick and easy, with excellent service.",5
544,Monsters CYA,John Micciche,none,64,Not impressed. The hotel had noisy neighbors and poor amenities.,"The flight was uncomfortable, and the food was terrible.","Had some issues with car availability, but overall, it was okay.",2
545,Monsters CYA,Kenneth Jump,male,46,"This hotel was wonderful! Clean rooms, friendly staff, and great location.","Had a smooth flight, everything was on time. Seats could be more comfortable.","Rented a car with ease, no issues at all. Would use again.",5
546,Monsters CYA,Abdul Vogus,male,46,Terrible experience. The room was dirty and the staff was rude.,Flight was delayed for 4 hours with no proper communication.,"The car was not in good condition, and customer service was unhelpful.",1
547,Monsters CYA,Paul Torres,none,60,"Average stay, nothing extraordinary but also no major complaints.","Flight was okay, nothing special. Service was acceptable.","Car rental was okay, but the return process was a bit slow.",3
548,Monsters CYA,Frances Vidal,female,29,Fantastic service! The hotel exceeded my expectations.,"Great flight experience, friendly staff and smooth check-in.","Car rental was quick and easy, with excellent service.",5
549,Monsters CYA,Margaret Orellana,female,24,Not impressed. The hotel had noisy neighbors and poor amenities.,"The flight was uncomfortable, and the food was terrible.","Had some issues with car availability, but overall, it was okay.",2
550,Monsters CYA,Luz Gilliland,none,22,"This hotel was wonderful! Clean rooms, friendly staff, and great location.","Had a smooth flight, everything was on time. Seats could be more comfortable.","Rented a car with ease, no issues at all. Would use again.",5
551,Monsters CYA,Juanita Carter,none,52,Terrible experience. The room was dirty and the staff was rude.,Flight was delayed for 4 hours with no proper communication.,"The car was not in good condition, and customer service was unhelpful.",1
